constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
!!! --- WARNING --- !!! Oracle probabilites : ENABLED !!! --- WARNING --- !!!
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[0.5, 0.5, 10], [9.0, 1.0, 300], [], 10, 10, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective: [  1  2  3  ]
Optimizer(): evals/step: 1
Optimizer(): numParams: 3 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP DavorTom , CPT Davor , Reset SingleMovingAvg
MABsolver_config: params: types:  Direct  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  0  0  0  0  0  
MABsolver_config: params: weights:  [  0.166000  ]  [  2.500000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  6  7  8  9  
BanditTestBatch: numCases: 4
BanditTestBatch: maxim sum reward: 2149.0
BanditTestBatch: random reward: 1365.5
 Evals       Score          p01       p02       p03       case01    case02    case03    case04 
  1970       72.85     8.235022  0.851338  141.598971        56.34     77.49     75.51     82.07 
  1971       71.40     8.607720  0.837611  114.094765        56.34     71.67     75.50     82.10 
  1972       72.87     7.982427  0.831998  90.165449        56.34     77.56     75.50     82.08 
  1973       73.00     7.367700  0.799523  96.007552        56.34     78.07     75.51     82.09 
  1974       79.09     7.676211  0.825120  63.888950        56.34     78.07     99.99     81.96 
  1975       77.51     8.112295  0.798573  92.298691        56.34     71.60    100.00     82.08 
  1976       79.24     7.473295  0.822702  59.539504        56.34     78.51     99.99     82.11 
  1977       74.73     6.574997  0.838495  47.759582        56.34     84.98     75.50     82.10 
  1978       72.75     8.187012  0.832014  89.493394        56.34     77.05     75.50     82.10 
  1979       79.09     7.054919  0.767438  58.750952        56.34     77.93    100.00     82.09 
  1980       78.97     7.113570  0.757326  43.768209        56.34     77.49     99.98     82.07 
  1981       72.95     7.450290  0.797815  37.510633        56.34     77.85     75.49     82.10 
  1982       72.97     7.411415  0.798006  66.814673        56.34     77.93     75.49     82.11 
  1983       78.98     7.275154  0.771951  38.140002        56.34     77.49    100.00     82.08 
  1984       77.40     7.584564  0.747229  15.984973        56.34     71.16    100.00     82.10 
  1985       72.91     7.376898  0.792769  35.361955        56.34     77.85     75.50     81.96 
  1986       72.84     6.995374  0.744345  55.448622        56.34     77.42     75.51     82.10 
  1987       72.84     7.630576  0.798193  61.901087        56.34     77.42     75.49     82.10 
  1988       72.96     7.556363  0.809950  40.643400        56.34     77.93     75.50     82.09 
  1989       79.33     6.618840  0.759301  31.359856        56.34     78.87     99.99     82.11 
  1990       74.76     6.061575  0.794706  45.250337        56.34     85.20     75.51     81.98 
  1991       79.05     7.121271  0.768030  16.774530        56.34     77.78     99.99     82.07 
  1992       78.97     7.195202  0.764622  32.715228        56.34     77.49     99.99     82.07 
  1993       71.46     7.691005  0.773512  31.293937        56.34     71.89     75.51     82.10 
  1994       79.34     6.969747  0.794242  20.851797        56.34     78.95    100.00     82.09 
  1995       78.89     7.329421  0.764605  24.684191        56.34     77.13    100.00     82.10 
  1996       79.03     7.211006  0.773462  34.901343        56.34     77.71    100.00     82.09 
  1997       72.74     7.704917  0.789855  27.235657        56.34     76.98     75.51     82.12 
  1998       78.88     7.619755  0.785237  34.706070        56.34     77.05    100.00     82.12 
  1999       73.40     6.757185  0.801290  19.027206        56.34     79.67     75.51     82.09 
  2000       79.32     6.919180  0.787344  20.271170        56.34     78.87     99.98     82.10 
  2001       73.41     6.766719  0.801722  25.006235        56.34     79.67     75.51     82.11 
  2002       73.37     6.763897  0.795248  21.340478        56.34     79.53     75.51     82.10 
  2003       79.37     6.731079  0.773784  19.775735        56.34     79.02    100.00     82.10 
  2004       79.20     6.796192  0.762275  20.606593        56.34     78.51     99.98     81.97 
  2005       79.29     6.633929  0.755110  27.072845        56.34     78.73     99.99     82.12 
  2006       73.39     6.448930  0.769238  35.300612        56.34     79.60     75.50     82.10 
  2007       73.22     6.582253  0.758849  25.272010        56.34     78.95     75.49     82.11 
  2008       73.06     6.903246  0.764296  33.908055        56.34     78.29     75.51     82.09 
  2009       79.08     6.820501  0.744400  31.624175        56.34     77.85    100.00     82.12 
  2010       79.43     6.382816  0.751511  22.844828        56.34     79.31     99.99     82.09 
  2011       73.31     6.365713  0.750345  24.124867        56.34     79.31     75.51     82.09 
  2012       79.46     6.344534  0.750648  23.004322        56.34     79.38    100.00     82.11 
  2013       79.47     6.341693  0.752186  22.897479        56.34     79.45     99.99     82.09 
  2014       79.46     6.374747  0.753439  21.904430        56.34     79.38    100.00     82.10 
  2015       73.30     6.413335  0.754357  22.259077        56.34     79.31     75.49     82.07 
  2016       73.29     6.394214  0.751106  22.928930        56.34     79.24     75.50     82.08 
  2017       79.40     6.372922  0.752142  22.784283        56.34     79.31    100.00     81.95 
  2018       79.41     6.404183  0.751379  23.777533        56.34     79.24     99.99     82.08 
  2019       79.42     6.399824  0.752035  23.041045        56.34     79.24    100.00     82.09 
  2020       73.27     6.357467  0.750717  23.803802        56.34     79.31     75.49     81.96 
  2021       73.29     6.399824  0.752035  23.041045        56.34     79.24     75.51     82.09 
  2022       75.08     5.823481  0.833621  40.104565        56.34     86.36     75.51     82.09 
  2023       73.28     7.734477  0.874884  56.363168        56.34     79.31     75.51     81.97 
  2024       79.09     7.761228  0.832296  64.716499        56.34     78.07     99.98     81.97 
  2025       72.80     7.284577  0.766100  135.925527        56.34     77.27     75.49     82.11 
  2026       79.60     6.200980  0.759120  65.534960        56.34     79.96     99.99     82.11 
  2027       80.78     6.827438  0.854283  121.584967        56.34     84.84     99.98     81.96 
  2028       79.58     8.495132  0.970166  156.572643        56.34     80.04     99.99     81.96 
  2029       79.43     7.762236  0.877081  85.054948        56.34     79.31    100.00     82.08 
  2030       75.25     5.970194  0.906424  24.077701        56.34     87.24     75.51     81.91 
  2031       75.22     6.654080  0.964045  34.665954        56.34     86.95     75.50     82.09 
  2032       75.25     6.786031  0.991312  96.510051        56.34     87.16     75.51     81.97 
  2033       75.09     6.406166  0.910143  33.766804        56.34     86.58     75.51     81.94 
  2034       80.73     8.094797  0.955614  54.296605        56.34     84.47     99.99     82.10 
  2035       74.59     7.381566  0.886694  98.544286        56.34     84.40     75.51     82.09 
  2036       74.95     6.719430  0.911595  62.157658        56.34     86.00     75.50     81.94 
  2037       72.77     8.320749  0.844337  88.215177        56.34     77.13     75.50     82.10 
  2038       79.16     7.021368  0.772922  66.940023        56.34     78.22    100.00     82.09 
  2039       71.53     6.926345  0.719938  110.777372        56.34     72.18     75.50     82.11 
  2040       71.28     8.629810  0.824974  50.379168        56.34     71.16     75.51     82.09 
  2041       73.23     6.746776  0.778410  109.458770        56.34     79.09     75.51     81.96 
  2042       79.35     6.647374  0.763561  130.436296        56.34     78.95    100.00     82.10 
  2043       72.96     6.618364  0.727212  146.525499        56.34     77.93     75.50     82.08 
  2044       80.73     5.984072  0.748819  140.257802        56.34     84.47     99.99     82.11 
  2045       75.62     4.615831  0.818596  107.775203        56.34     88.55     75.50     82.09 
  2046       80.80     5.491021  0.711183  144.010865        56.34     84.76     99.99     82.10 
  2047       81.14     5.252858  0.750647  123.495339        56.34     86.15     99.99     82.10 
  2048       75.28     4.362320  0.690825  148.180941        56.34     87.16     75.51     82.09 
  2049       75.00     5.720525  0.801836  167.053563        56.34     86.07     75.50     82.10 
  2050       73.08     6.781715  0.762040  122.202542        56.34     78.51     75.50     81.97 
  2051       73.25     7.467101  0.846794  117.742487        56.34     79.16     75.51     81.97 
  2052       77.36     8.634292  0.774905  114.432898        56.34     71.02    100.00     82.09 
  2053       71.26     7.324501  0.728347  93.690362        56.34     71.24     75.51     81.95 
  2054       77.36     8.305910  0.763084  148.525264        56.34     71.02    100.00     82.09 
  2055       73.25     7.288917  0.829197  136.291805        56.34     79.09     75.50     82.09 
  2056       77.36     8.417913  0.711890  144.202498        56.34     71.02     99.98     82.09 
  2057       77.36     8.493162  0.690050  108.484522        56.34     71.02     99.99     82.08 
  2058       71.24     8.203704  0.670555  75.679563        56.34     71.02     75.51     82.08 
  2059       77.36     8.801868  0.638411  82.535939        56.34     71.02     99.99     82.08 
  2060       77.37     8.223140  0.559596  71.526854        56.34     71.02    100.00     82.10 
  2061       71.20     6.962136  0.601680  118.211127        56.34     71.02     75.51     81.94 
  2062       77.36     8.601073  0.555165  110.580361        56.34     71.02     99.99     82.10 
  2063       77.33     8.880348  0.602475  102.890947        56.34     71.02     99.99     81.97 
  2064       71.18     8.513868  0.626948  69.937790        56.34     71.02     75.49     81.88 
  2065       71.25     8.576883  0.647485  111.350812        56.34     71.02     75.51     82.11 
  2066       77.32     8.901938  0.652871  103.449452        56.34     71.02     99.99     81.95 
  2067       77.36     8.847116  0.614839  97.305183        56.34     71.02     99.99     82.07 
  2068       77.36     7.718413  0.573062  70.563598        56.34     71.02     99.99     82.09 
  2069       77.33     7.060455  0.609627  102.915093        56.34     71.02     99.99     81.97 
  2070       77.36     8.139032  0.602508  45.616987        56.34     71.02     99.99     82.07 
  2071       77.36     7.525941  0.656908  61.241915        56.34     71.02     99.99     82.09 
  2072       77.33     6.736674  0.605117  29.761521        56.34     71.02    100.00     81.97 
  2073       77.36     6.934182  0.646945  60.878550        56.34     71.02     99.99     82.09 
  2074       77.36     7.789015  0.627819  47.490513        56.34     71.02     99.99     82.08 
  2075       71.21     7.006526  0.636865  25.535194        56.34     71.02     75.51     81.97 
  2076       71.24     8.681032  0.658555  65.908881        56.34     71.02     75.51     82.10 
  2077       71.24     8.310646  0.586072  43.026666        56.34     71.02     75.51     82.08 
  2078       71.24     8.350778  0.595513  41.474892        56.34     71.02     75.49     82.10 
  2079       77.36     8.371748  0.641164  53.327748        56.34     71.02     99.98     82.09 
  2080       77.36     8.643399  0.648572  70.630896        56.34     71.02     99.98     82.09 
  2081       71.24     7.860992  0.692475  93.455417        56.34     71.02     75.51     82.08 
  2082       77.36     8.379518  0.618163  80.215199        56.34     71.02     99.99     82.10 
  2083       71.25     8.248266  0.578477  88.926032        56.34     71.02     75.51     82.12 
  2084       71.24     8.767475  0.588267  94.441784        56.34     71.02     75.49     82.09 
  2085       77.36     7.725952  0.641114  66.581752        56.34     71.02     99.98     82.10 
  2086       71.24     8.208587  0.635610  51.140655        56.34     71.02     75.50     82.11 
  2087       77.37     7.411840  0.600859  47.724052        56.34     71.02    100.00     82.10 
  2088       71.21     7.097936  0.590584  64.652179        56.34     71.02     75.51     81.96 
  2089       71.24     7.039071  0.562007  51.839231        56.34     71.02     75.50     82.11 
  2090       77.37     7.369739  0.618195  39.710785        56.34     71.02     99.99     82.11 
  2091       71.21     7.678232  0.657515  44.222497        56.34     71.02     75.51     81.97 
  2092       71.25     7.135344  0.641042  44.739630        56.34     71.02     75.51     82.12 
  2093       77.37     7.355050  0.613882  25.571046        56.34     71.02    100.00     82.10 
  2094       77.36     7.810645  0.588732  31.423445        56.34     71.02    100.00     82.10 
  2095       71.20     7.461342  0.617170  19.532213        56.34     71.02     75.51     81.94 
